"","id","kidgen","momage","kidage","homecog","homeemo","occasion","anti","read","kidagetv","kidage6","kidagesq","kidagec","occasion2"
"636",3297,0,26,7.58,6,11,2,0,NA,11.58,5.58,31.1364,173.741112,4
"637",3297,0,26,7.58,6,11,3,4,5.3,13.58,7.58,57.4564,435.519512,9
"638",3310,1,26,7.92,8,6,0,3,2.3,7.92,1.92,3.6864,7.077888,0
"639",3310,1,26,7.92,8,6,1,3,2.5,9.92,3.92,15.3664,60.236288,1
"640",3310,1,26,7.92,8,6,2,2,2.9,11.92,5.92,35.0464,207.474688,4
"641",3310,1,26,7.92,8,6,3,6,3.6,13.92,7.92,62.7264,496.793088,9
"642",3329,1,26,6,6,6,0,2,1.7,6,0,0,0,0
"643",3337,0,26,6.67,6,11,0,0,2.4,6.67,0.67,0.4489,0.300763,0
"644",3337,0,26,6.67,6,11,1,1,4.1,8.67,2.67,7.1289,19.034163,1
"645",3352,1,27,6.42,9,12,0,2,2.4,6.42,0.42,0.1764,0.074088,0
"646",3352,1,27,6.42,9,12,1,1,7.4,8.42,2.42,5.8564,14.172488,1
"647",3352,1,27,6.42,9,12,2,1,5.9,10.42,4.42,19.5364,86.350888,4
"648",3352,1,27,6.42,9,12,3,1,NA,12.42,6.42,41.2164,264.609288,9
"649",3382,1,25,6.67,9,6,0,5,2.7,6.67,0.67,0.4489,0.300763,0
"650",3382,1,25,6.67,9,6,1,4,6,8.67,2.67,7.1289,19.034163,1
"651",3382,1,25,6.67,9,6,3,5,NA,12.67,6.67,44.4889,296.740963,9
"652",3404,1,25,7.42,10,8,0,1,3.4,7.42,1.42,2.0164,2.863288,0
"653",3404,1,25,7.42,10,8,2,2,5.2,11.42,5.42,29.3764,159.220088,4
"654",3404,1,25,7.42,10,8,3,0,7.6,13.42,7.42,55.0564,408.518488,9
"655",3405,0,25,6,9,12,0,0,2,6,0,0,0,0
"656",3405,0,25,6,9,12,1,0,3.6,8,2,4,8,1
"657",3405,0,25,6,9,12,2,0,3.5,10,4,16,64,4
"658",3405,0,25,6,9,12,3,0,5.1,12,6,36,216,9
"659",3410,1,25,7.08,6,8,0,2,2,7.08,1.08,1.1664,1.259712,0
"660",3410,1,25,7.08,6,8,1,5,2.9,9.08,3.08,9.4864,29.218112,1
"661",3410,1,25,7.08,6,8,2,6,3.8,11.08,5.08,25.8064,131.096512,4
"662",3410,1,25,7.08,6,8,3,7,4.4,13.08,7.08,50.1264,354.894912,9
"663",3424,0,25,6.5,7,11,0,1,2.2,6.5,0.5,0.25,0.125,0
"664",3424,0,25,6.5,7,11,2,0,NA,10.5,4.5,20.25,91.125,4
"665",3424,0,25,6.5,7,11,3,0,6.4,12.5,6.5,42.25,274.625,9
"666",3443,1,25,6.58,11,5,0,3,1.3,6.58,0.58,0.3364,0.195112,0
"667",3443,1,25,6.58,11,5,1,2,4.4,8.58,2.58,6.6564,17.173512,1
"668",3443,1,25,6.58,11,5,2,4,2.4,10.58,4.58,20.9764,96.071912,4
"669",3443,1,25,6.58,11,5,3,4,NA,12.58,6.58,43.2964,284.890312,9
"670",3483,1,25,7.58,9,9,0,6,2.1,7.58,1.58,2.4964,3.944312,0
"671",3483,1,25,7.58,9,9,1,5,4.1,9.58,3.58,12.8164,45.882712,1
"672",3483,1,25,7.58,9,9,2,4,4.2,11.58,5.58,31.1364,173.741112,4
"673",3483,1,25,7.58,9,9,3,5,4.3,13.58,7.58,57.4564,435.519512,9
"674",3486,1,25,6.17,9,10,0,2,1.5,6.17,0.17,0.0289,0.00491299999999999,0
"675",3486,1,25,6.17,9,10,1,1,2.6,8.17,2.17,4.7089,10.218313,1
"676",3486,1,25,6.17,9,10,2,0,5.3,10.17,4.17,17.3889,72.511713,4
"677",3486,1,25,6.17,9,10,3,3,5.6,12.17,6.17,38.0689,234.885113,9
"678",3500,1,26,7.08,3,9,0,3,1.2,7.08,1.08,1.1664,1.259712,0
"679",3500,1,26,7.08,3,9,1,3,2,9.08,3.08,9.4864,29.218112,1
"680",3500,1,26,7.08,3,9,2,4,3.1,11.08,5.08,25.8064,131.096512,4
"681",3500,1,26,7.08,3,9,3,6,3.4,13.08,7.08,50.1264,354.894912,9
"682",3507,1,25,6.33,2,9,0,4,0.1,6.33,0.33,0.1089,0.035937,0
"683",3507,1,25,6.33,2,9,1,7,2.3,8.33,2.33,5.4289,12.649337,1
"684",3518,1,25,6.17,5,10,0,2,1.8,6.17,0.17,0.0289,0.00491299999999999,0
"685",3518,1,25,6.17,5,10,1,2,4.1,8.17,2.17,4.7089,10.218313,1
"686",3518,1,25,6.17,5,10,2,3,5,10.17,4.17,17.3889,72.511713,4
"687",3518,1,25,6.17,5,10,3,2,5.1,12.17,6.17,38.0689,234.885113,9
"688",3522,1,25,6.5,10,12,0,1,1.8,6.5,0.5,0.25,0.125,0
"689",3522,1,25,6.5,10,12,1,1,4.9,8.5,2.5,6.25,15.625,1
"690",3522,1,25,6.5,10,12,2,4,5.3,10.5,4.5,20.25,91.125,4
"691",3522,1,25,6.5,10,12,3,5,7.8,12.5,6.5,42.25,274.625,9
"692",3565,0,26,6,8,6,0,1,1.4,6,0,0,0,0
"693",3565,0,26,6,8,6,1,1,3.3,8,2,4,8,1
"694",3565,0,26,6,8,6,2,0,NA,10,4,16,64,4
"695",3565,0,26,6,8,6,3,0,6,12,6,36,216,9
"696",3575,0,26,7.92,9,4,0,2,2.4,7.92,1.92,3.6864,7.077888,0
"697",3575,0,26,7.92,9,4,1,2,3.2,9.92,3.92,15.3664,60.236288,1
"698",3575,0,26,7.92,9,4,2,1,4.3,11.92,5.92,35.0464,207.474688,4
"699",3575,0,26,7.92,9,4,3,3,5.7,13.92,7.92,62.7264,496.793088,9
"700",3600,0,25,6.17,12,12,0,0,1.9,6.17,0.17,0.0289,0.00491299999999999,0
"701",3600,0,25,6.17,12,12,1,2,3.7,8.17,2.17,4.7089,10.218313,1
"702",3667,0,25,6.42,4,5,0,1,1.9,6.42,0.42,0.1764,0.074088,0
"703",3667,0,25,6.42,4,5,1,1,3.4,8.42,2.42,5.8564,14.172488,1
"704",3667,0,25,6.42,4,5,2,2,3.5,10.42,4.42,19.5364,86.350888,4
"705",3667,0,25,6.42,4,5,3,6,5,12.42,6.42,41.2164,264.609288,9
"706",3670,0,24,7.67,10,8,0,1,2.8,7.67,1.67,2.7889,4.657463,0
"707",3670,0,24,7.67,10,8,1,0,5,9.67,3.67,13.4689,49.430863,1
"708",3670,0,24,7.67,10,8,3,0,7.5,13.67,7.67,58.8289,451.217663,9
"709",3677,1,24,6.17,8,9,0,5,1.7,6.17,0.17,0.0289,0.00491299999999999,0
"710",3677,1,24,6.17,8,9,1,2,2.9,8.17,2.17,4.7089,10.218313,1
"711",3677,1,24,6.17,8,9,2,0,4.9,10.17,4.17,17.3889,72.511713,4
"712",3677,1,24,6.17,8,9,3,NA,6,12.17,6.17,38.0689,234.885113,9
"713",3690,1,24,7,9,11,0,4,1.6,7,1,1,1,0
"714",3690,1,24,7,9,11,1,3,3.4,9,3,9,27,1
"715",3690,1,24,7,9,11,2,3,4.5,11,5,25,125,4
"716",3690,1,24,7,9,11,3,4,5.7,13,7,49,343,9
"717",3706,0,24,7.17,8,5,0,3,2.4,7.17,1.17,1.3689,1.601613,0
"718",3706,0,24,7.17,8,5,1,1,4.3,9.17,3.17,10.0489,31.855013,1
"719",3706,0,24,7.17,8,5,2,0,5.5,11.17,5.17,26.7289,138.188413,4
"720",3706,0,24,7.17,8,5,3,7,5.5,13.17,7.17,51.4089,368.601813,9
"721",3713,0,24,6.33,9,9,0,3,1.8,6.33,0.33,0.1089,0.035937,0
"722",3713,0,24,6.33,9,9,1,0,3.8,8.33,2.33,5.4289,12.649337,1
"723",3713,0,24,6.33,9,9,2,0,5.1,10.33,4.33,18.7489,81.182737,4
"724",3713,0,24,6.33,9,9,3,5,6.5,12.33,6.33,40.0689,253.636137,9
"725",3778,1,25,6.92,12,10,0,1,2,6.92,0.92,0.8464,0.778688,0
"726",3778,1,25,6.92,12,10,1,0,2.3,8.92,2.92,8.5264,24.897088,1
"727",3778,1,25,6.92,12,10,2,0,6.6,10.92,4.92,24.2064,119.095488,4
"728",3778,1,25,6.92,12,10,3,0,5.8,12.92,6.92,47.8864,331.373888,9
"729",3809,0,25,6.83,11,11,0,0,2,6.83,0.83,0.6889,0.571787,0
"730",3809,0,25,6.83,11,11,1,0,4,8.83,2.83,8.0089,22.665187,1
"731",3809,0,25,6.83,11,11,2,0,4.7,10.83,4.83,23.3289,112.678587,4
"732",3809,0,25,6.83,11,11,3,1,6,12.83,6.83,46.6489,318.611987,9
"733",3813,1,25,6.17,10,12,0,1,1.5,6.17,0.17,0.0289,0.00491299999999999,0
"734",3813,1,25,6.17,10,12,1,1,3.8,8.17,2.17,4.7089,10.218313,1
"735",3813,1,25,6.17,10,12,2,1,4.6,10.17,4.17,17.3889,72.511713,4
"736",3813,1,25,6.17,10,12,3,0,6.4,12.17,6.17,38.0689,234.885113,9
"737",3826,0,25,6.42,6,10,0,2,1.8,6.42,0.42,0.1764,0.074088,0
"738",3826,0,25,6.42,6,10,1,1,3.1,8.42,2.42,5.8564,14.172488,1
"739",3826,0,25,6.42,6,10,3,3,4.8,12.42,6.42,41.2164,264.609288,9
"740",3861,0,24,7.67,8,3,0,3,2.4,7.67,1.67,2.7889,4.657463,0
"741",3861,0,24,7.67,8,3,1,2,3.9,9.67,3.67,13.4689,49.430863,1
"742",3861,0,24,7.67,8,3,2,2,4.4,11.67,5.67,32.1489,182.284263,4
"743",3861,0,24,7.67,8,3,3,2,4.8,13.67,7.67,58.8289,451.217663,9
"744",3868,0,23,6.17,9,10,0,0,1.8,6.17,0.17,0.0289,0.00491299999999999,0
"745",3868,0,23,6.17,9,10,1,1,3.9,8.17,2.17,4.7089,10.218313,1
"746",3868,0,23,6.17,9,10,2,4,5.4,10.17,4.17,17.3889,72.511713,4
"747",3868,0,23,6.17,9,10,3,2,5.8,12.17,6.17,38.0689,234.885113,9
"748",3910,0,23,6.25,6,13,0,1,2,6.25,0.25,0.0625,0.015625,0
"749",3910,0,23,6.25,6,13,1,2,3.6,8.25,2.25,5.0625,11.390625,1
"750",3910,0,23,6.25,6,13,2,1,5.4,10.25,4.25,18.0625,76.765625,4
"751",3910,0,23,6.25,6,13,3,2,6.1,12.25,6.25,39.0625,244.140625,9
"752",3915,0,24,7.08,9,13,0,1,2.5,7.08,1.08,1.1664,1.259712,0
"753",3915,0,24,7.08,9,13,1,NA,4.3,9.08,3.08,9.4864,29.218112,1
"754",3915,0,24,7.08,9,13,2,0,NA,11.08,5.08,25.8064,131.096512,4
"755",3915,0,24,7.08,9,13,3,2,7.9,13.08,7.08,50.1264,354.894912,9
"756",3948,0,23,6,7,10,0,0,1.7,6,0,0,0,0
"757",3948,0,23,6,7,10,1,1,3.3,8,2,4,8,1
"758",3948,0,23,6,7,10,3,2,4.6,12,6,36,216,9
"759",3960,1,23,7.67,8,9,0,0,3.1,7.67,1.67,2.7889,4.657463,0
"760",3960,1,23,7.67,8,9,1,2,4.8,9.67,3.67,13.4689,49.430863,1
"761",3960,1,23,7.67,8,9,2,1,4.8,11.67,5.67,32.1489,182.284263,4
"762",3960,1,23,7.67,8,9,3,1,6.5,13.67,7.67,58.8289,451.217663,9
"763",3974,0,23,6.5,9,12,0,1,2.6,6.5,0.5,0.25,0.125,0
"764",3974,0,23,6.5,9,12,1,2,4,8.5,2.5,6.25,15.625,1
"765",3974,0,23,6.5,9,12,2,1,4.8,10.5,4.5,20.25,91.125,4
"766",3974,0,23,6.5,9,12,3,3,5.1,12.5,6.5,42.25,274.625,9
"767",3985,1,24,7.58,9,11,0,1,2.7,7.58,1.58,2.4964,3.944312,0
"768",3985,1,24,7.58,9,11,1,NA,4.5,9.58,3.58,12.8164,45.882712,1
"769",3985,1,24,7.58,9,11,2,0,NA,11.58,5.58,31.1364,173.741112,4
"770",3985,1,24,7.58,9,11,3,2,7,13.58,7.58,57.4564,435.519512,9
"771",4054,0,22,6.58,4,9,0,1,2.3,6.58,0.58,0.3364,0.195112,0
"772",4054,0,22,6.58,4,9,2,0,NA,10.58,4.58,20.9764,96.071912,4
"773",4054,0,22,6.58,4,9,3,3,6,12.58,6.58,43.2964,284.890312,9
"774",4080,0,22,6.42,10,10,0,2,1.9,6.42,0.42,0.1764,0.074088,0
"775",4080,0,22,6.42,10,10,1,2,3.1,8.42,2.42,5.8564,14.172488,1
"776",4080,0,22,6.42,10,10,2,0,4.1,10.42,4.42,19.5364,86.350888,4
"777",4080,0,22,6.42,10,10,3,1,5.1,12.42,6.42,41.2164,264.609288,9
"778",4123,0,23,6.67,4,8,0,0,0.4,6.67,0.67,0.4489,0.300763,0
"779",4131,0,23,7.08,6,10,0,3,2.4,7.08,1.08,1.1664,1.259712,0
"780",4131,0,23,7.08,6,10,1,2,3.6,9.08,3.08,9.4864,29.218112,1
"781",4131,0,23,7.08,6,10,2,1,4.2,11.08,5.08,25.8064,131.096512,4
"782",4131,0,23,7.08,6,10,3,1,4.7,13.08,7.08,50.1264,354.894912,9
"783",4165,1,22,6.42,7,7,0,4,1.8,6.42,0.42,0.1764,0.074088,0
"784",4165,1,22,6.42,7,7,1,3,4.1,8.42,2.42,5.8564,14.172488,1
"785",4165,1,22,6.42,7,7,2,3,5.3,10.42,4.42,19.5364,86.350888,4
"786",4165,1,22,6.42,7,7,3,2,5.5,12.42,6.42,41.2164,264.609288,9
"787",4171,1,22,6.33,6,9,0,3,1.4,6.33,0.33,0.1089,0.035937,0
"788",4171,1,22,6.33,6,9,1,1,2.2,8.33,2.33,5.4289,12.649337,1
"789",4171,1,22,6.33,6,9,2,7,4,10.33,4.33,18.7489,81.182737,4
"790",4171,1,22,6.33,6,9,3,4,5.2,12.33,6.33,40.0689,253.636137,9
"791",4186,1,23,6.17,7,11,0,2,1.8,6.17,0.17,0.0289,0.00491299999999999,0
"792",4186,1,23,6.17,7,11,1,5,3.4,8.17,2.17,4.7089,10.218313,1
"793",4186,1,23,6.17,7,11,2,1,5.5,10.17,4.17,17.3889,72.511713,4
"794",4186,1,23,6.17,7,11,3,5,6.4,12.17,6.17,38.0689,234.885113,9
"795",4247,0,22,6,5,7,0,5,0.7,6,0,0,0,0
"796",4247,0,22,6,5,7,1,6,2.8,8,2,4,8,1
"797",4247,0,22,6,5,7,2,3,3.7,10,4,16,64,4
"798",4247,0,22,6,5,7,3,4,4.1,12,6,36,216,9
"799",4451,1,28,7.33,10,9,0,1,2.3,7.33,1.33,1.7689,2.352637,0
"800",4451,1,28,7.33,10,9,1,1,4.1,9.33,3.33,11.0889,36.926037,1
"801",4451,1,28,7.33,10,9,2,0,5.7,11.33,5.33,28.4089,151.419437,4
"802",4451,1,28,7.33,10,9,3,1,6.7,13.33,7.33,53.7289,393.832837,9
"803",4488,1,28,6.5,9,12,0,1,2.6,6.5,0.5,0.25,0.125,0
"804",4488,1,28,6.5,9,12,1,0,4.2,8.5,2.5,6.25,15.625,1
"805",4488,1,28,6.5,9,12,2,1,5.3,10.5,4.5,20.25,91.125,4
"806",4488,1,28,6.5,9,12,3,3,6.9,12.5,6.5,42.25,274.625,9
"807",4523,1,28,7.83,7,10,0,2,7.2,7.83,1.83,3.3489,6.128487,0
"808",4523,1,28,7.83,7,10,1,3,5.1,9.83,3.83,14.6689,56.181887,1
"809",4523,1,28,7.83,7,10,2,5,6.5,11.83,5.83,33.9889,198.155287,4
"810",4523,1,28,7.83,7,10,3,4,7.6,13.83,7.83,61.3089,480.048687,9
"811",4528,1,28,6.17,9,11,0,2,2.2,6.17,0.17,0.0289,0.00491299999999999,0
"812",4528,1,28,6.17,9,11,1,1,4.3,8.17,2.17,4.7089,10.218313,1
"813",4528,1,28,6.17,9,11,2,0,6,10.17,4.17,17.3889,72.511713,4
"814",4528,1,28,6.17,9,11,3,0,6.3,12.17,6.17,38.0689,234.885113,9
"815",4560,0,28,7,10,10,0,0,2.3,7,1,1,1,0
"816",4560,0,28,7,10,10,1,1,3.2,9,3,9,27,1
"817",4560,0,28,7,10,10,2,2,4.5,11,5,25,125,4
"818",4560,0,28,7,10,10,3,2,5.3,13,7,49,343,9
"819",4581,1,28,6,8,10,0,2,1.8,6,0,0,0,0
"820",4581,1,28,6,8,10,1,5,5,8,2,4,8,1
"821",4581,1,28,6,8,10,2,2,NA,10,4,16,64,4
"822",4581,1,28,6,8,10,3,5,NA,12,6,36,216,9
"823",4594,1,29,6.83,10,10,0,0,2.6,6.83,0.83,0.6889,0.571787,0
"824",4594,1,29,6.83,10,10,1,0,4.8,8.83,2.83,8.0089,22.665187,1
"825",4594,1,29,6.83,10,10,2,1,6.1,10.83,4.83,23.3289,112.678587,4
"826",4594,1,29,6.83,10,10,3,1,7.4,12.83,6.83,46.6489,318.611987,9
"827",4612,1,29,6,9,10,0,1,1.7,6,0,0,0,0
"828",4612,1,29,6,9,10,1,1,4.1,8,2,4,8,1
"829",4612,1,29,6,9,10,2,0,5.4,10,4,16,64,4
"830",4612,1,29,6,9,10,3,1,7.3,12,6,36,216,9
"831",4669,1,28,7.33,9,7,0,0,4.3,7.33,1.33,1.7689,2.352637,0
"832",4669,1,28,7.33,9,7,1,2,5.3,9.33,3.33,11.0889,36.926037,1
"833",4669,1,28,7.33,9,7,2,5,8.4,11.33,5.33,28.4089,151.419437,4
"834",4669,1,28,7.33,9,7,3,3,7.9,13.33,7.33,53.7289,393.832837,9
"835",4677,1,29,6,10,11,0,1,1.8,6,0,0,0,0
"836",4677,1,29,6,10,11,1,1,3.9,8,2,4,8,1
"837",4677,1,29,6,10,11,2,2,5.6,10,4,16,64,4
"838",4677,1,29,6,10,11,3,1,6.5,12,6,36,216,9
"839",4679,1,28,6,12,13,0,0,1.8,6,0,0,0,0
"840",4679,1,28,6,12,13,1,1,4.3,8,2,4,8,1
"841",4679,1,28,6,12,13,2,1,5.1,10,4,16,64,4
"842",4679,1,28,6,12,13,3,2,7.2,12,6,36,216,9
"843",4700,1,28,6.5,9,11,0,1,1.7,6.5,0.5,0.25,0.125,0
"844",4700,1,28,6.5,9,11,1,0,3.1,8.5,2.5,6.25,15.625,1
"845",4700,1,28,6.5,9,11,2,0,5.4,10.5,4.5,20.25,91.125,4
"846",4700,1,28,6.5,9,11,3,0,6.1,12.5,6.5,42.25,274.625,9
"847",4728,1,28,7.08,12,10,0,3,2.7,7.08,1.08,1.1664,1.259712,0
"848",4728,1,28,7.08,12,10,1,1,4.3,9.08,3.08,9.4864,29.218112,1
"849",4728,1,28,7.08,12,10,2,0,5.5,11.08,5.08,25.8064,131.096512,4
"850",4728,1,28,7.08,12,10,3,0,NA,13.08,7.08,50.1264,354.894912,9
"851",4735,1,28,7.5,10,12,0,5,2.8,7.5,1.5,2.25,3.375,0
"852",4735,1,28,7.5,10,12,1,3,4.2,9.5,3.5,12.25,42.875,1
"853",4740,1,29,7.58,9,12,0,2,2.2,7.58,1.58,2.4964,3.944312,0
"854",4740,1,29,7.58,9,12,1,3,2.9,9.58,3.58,12.8164,45.882712,1
"855",4740,1,29,7.58,9,12,2,1,3.4,11.58,5.58,31.1364,173.741112,4
"856",4740,1,29,7.58,9,12,3,0,5.1,13.58,7.58,57.4564,435.519512,9
"857",4743,0,28,7,12,12,0,3,3,7,1,1,1,0
"858",4743,0,28,7,12,12,1,1,5.6,9,3,9,27,1
"859",4743,0,28,7,12,12,2,1,5.1,11,5,25,125,4
"860",4743,0,28,7,12,12,3,0,6.5,13,7,49,343,9
"861",4755,0,28,6.17,10,9,0,1,2,6.17,0.17,0.0289,0.00491299999999999,0
"862",4755,0,28,6.17,10,9,1,1,4.1,8.17,2.17,4.7089,10.218313,1
"863",4755,0,28,6.17,10,9,2,1,7,10.17,4.17,17.3889,72.511713,4
"864",4755,0,28,6.17,10,9,3,2,8,12.17,6.17,38.0689,234.885113,9
"865",4776,1,29,7.83,13,12,0,1,2.1,7.83,1.83,3.3489,6.128487,0
"866",4776,1,29,7.83,13,12,1,3,4.6,9.83,3.83,14.6689,56.181887,1
"867",4776,1,29,7.83,13,12,2,1,5.8,11.83,5.83,33.9889,198.155287,4
"868",4776,1,29,7.83,13,12,3,5,6.8,13.83,7.83,61.3089,480.048687,9
"869",4794,0,28,7,13,12,0,0,2.7,7,1,1,1,0
"870",4794,0,28,7,13,12,1,0,4.9,9,3,9,27,1
"871",4794,0,28,7,13,12,2,0,5.6,11,5,25,125,4
"872",4794,0,28,7,13,12,3,1,6.7,13,7,49,343,9
"873",4808,1,29,7.5,10,11,0,4,3.8,7.5,1.5,2.25,3.375,0
"874",4808,1,29,7.5,10,11,1,2,4.7,9.5,3.5,12.25,42.875,1
"875",4808,1,29,7.5,10,11,2,2,6.3,11.5,5.5,30.25,166.375,4
"876",4808,1,29,7.5,10,11,3,2,6.7,13.5,7.5,56.25,421.875,9
"877",4832,0,28,6.58,12,6,0,0,3.5,6.58,0.58,0.3364,0.195112,0
"878",4832,0,28,6.58,12,6,1,1,4,8.58,2.58,6.6564,17.173512,1
"879",4832,0,28,6.58,12,6,2,1,6.1,10.58,4.58,20.9764,96.071912,4
"880",4832,0,28,6.58,12,6,3,1,6.2,12.58,6.58,43.2964,284.890312,9
"881",4901,0,28,7.58,11,11,0,0,2.8,7.58,1.58,2.4964,3.944312,0
"882",4901,0,28,7.58,11,11,1,0,5,9.58,3.58,12.8164,45.882712,1
"883",4953,1,29,6.25,8,5,0,4,1.8,6.25,0.25,0.0625,0.015625,0
"884",4953,1,29,6.25,8,5,1,1,5,8.25,2.25,5.0625,11.390625,1
"885",4976,1,28,6.42,9,11,0,4,1.6,6.42,0.42,0.1764,0.074088,0
"886",4976,1,28,6.42,9,11,1,8,2.1,8.42,2.42,5.8564,14.172488,1
"887",5004,1,28,6.5,8,8,0,1,3.7,6.5,0.5,0.25,0.125,0
"888",5004,1,28,6.5,8,8,1,3,5.5,8.5,2.5,6.25,15.625,1
"889",5009,1,28,7.75,8,6,0,4,2,7.75,1.75,3.0625,5.359375,0
"890",5009,1,28,7.75,8,6,1,8,3.4,9.75,3.75,14.0625,52.734375,1
"891",5037,1,28,7.75,5,12,0,0,2.9,7.75,1.75,3.0625,5.359375,0
"892",5037,1,28,7.75,5,12,1,7,5.3,9.75,3.75,14.0625,52.734375,1
"893",5064,0,29,7.25,11,10,0,0,3.2,7.25,1.25,1.5625,1.953125,0
"894",5064,0,29,7.25,11,10,1,0,5,9.25,3.25,10.5625,34.328125,1
"895",5159,0,28,7.75,11,12,0,0,3.5,7.75,1.75,3.0625,5.359375,0
"896",5159,0,28,7.75,11,12,1,1,4.1,9.75,3.75,14.0625,52.734375,1
"897",5159,0,28,7.75,11,12,2,0,5.7,11.75,5.75,33.0625,190.109375,4
"898",5159,0,28,7.75,11,12,3,0,NA,13.75,7.75,60.0625,465.484375,9
"899",5161,1,28,6.92,12,9,0,0,2.7,6.92,0.92,0.8464,0.778688,0
"900",5161,1,28,6.92,12,9,1,0,4,8.92,2.92,8.5264,24.897088,1
"901",5161,1,28,6.92,12,9,2,1,5.9,10.92,4.92,24.2064,119.095488,4
"902",5161,1,28,6.92,12,9,3,2,6.5,12.92,6.92,47.8864,331.373888,9
"903",5197,0,29,6.33,10,8,0,1,1.8,6.33,0.33,0.1089,0.035937,0
"904",5197,0,29,6.33,10,8,1,1,3.9,8.33,2.33,5.4289,12.649337,1
"905",5206,1,29,7.92,9,10,0,4,3.4,7.92,1.92,3.6864,7.077888,0
"906",5206,1,29,7.92,9,10,1,1,4.4,9.92,3.92,15.3664,60.236288,1
"907",5278,0,27,6.17,6,8,0,1,1.8,6.17,0.17,0.0289,0.00491299999999999,0
"908",5278,0,27,6.17,6,8,1,0,3.9,8.17,2.17,4.7089,10.218313,1
"909",5278,0,27,6.17,6,8,2,0,4.7,10.17,4.17,17.3889,72.511713,4
"910",5278,0,27,6.17,6,8,3,0,5.8,12.17,6.17,38.0689,234.885113,9
"911",5283,1,27,7.83,12,9,0,0,3.4,7.83,1.83,3.3489,6.128487,0
"912",5283,1,27,7.83,12,9,1,NA,4.6,9.83,3.83,14.6689,56.181887,1
"913",5283,1,27,7.83,12,9,2,0,5.1,11.83,5.83,33.9889,198.155287,4
"914",5283,1,27,7.83,12,9,3,0,NA,13.83,7.83,61.3089,480.048687,9
"915",5294,0,27,6.83,8,9,0,0,3.5,6.83,0.83,0.6889,0.571787,0
"916",5294,0,27,6.83,8,9,1,0,4.8,8.83,2.83,8.0089,22.665187,1
"917",5294,0,27,6.83,8,9,2,0,5.9,10.83,4.83,23.3289,112.678587,4
"918",5294,0,27,6.83,8,9,3,0,6.7,12.83,6.83,46.6489,318.611987,9
"919",5297,0,27,6.17,9,11,0,0,1.7,6.17,0.17,0.0289,0.00491299999999999,0
"920",5297,0,27,6.17,9,11,1,1,4.2,8.17,2.17,4.7089,10.218313,1
"921",5297,0,27,6.17,9,11,2,1,4.8,10.17,4.17,17.3889,72.511713,4
"922",5297,0,27,6.17,9,11,3,3,5.6,12.17,6.17,38.0689,234.885113,9
"923",5302,1,27,6.83,8,10,0,2,1.8,6.83,0.83,0.6889,0.571787,0
"924",5302,1,27,6.83,8,10,1,0,3.5,8.83,2.83,8.0089,22.665187,1
"925",5302,1,27,6.83,8,10,2,0,4.8,10.83,4.83,23.3289,112.678587,4
"926",5302,1,27,6.83,8,10,3,2,NA,12.83,6.83,46.6489,318.611987,9
"927",5326,0,27,6.67,13,7,0,2,2.3,6.67,0.67,0.4489,0.300763,0
"928",5326,0,27,6.67,13,7,1,1,4.9,8.67,2.67,7.1289,19.034163,1
"929",5326,0,27,6.67,13,7,2,2,5.9,10.67,4.67,21.8089,101.847563,4
"930",5326,0,27,6.67,13,7,3,1,6,12.67,6.67,44.4889,296.740963,9
"931",5355,1,27,6.33,9,12,0,0,1.8,6.33,0.33,0.1089,0.035937,0
"932",5355,1,27,6.33,9,12,1,1,4.5,8.33,2.33,5.4289,12.649337,1
"933",5355,1,27,6.33,9,12,2,0,5.6,10.33,4.33,18.7489,81.182737,4
"934",5355,1,27,6.33,9,12,3,0,6.4,12.33,6.33,40.0689,253.636137,9
"935",5360,1,27,7.75,13,9,0,3,3.8,7.75,1.75,3.0625,5.359375,0
"936",5360,1,27,7.75,13,9,1,5,4.8,9.75,3.75,14.0625,52.734375,1
"937",5360,1,27,7.75,13,9,2,0,5.4,11.75,5.75,33.0625,190.109375,4
"938",5360,1,27,7.75,13,9,3,0,7.1,13.75,7.75,60.0625,465.484375,9
"939",5369,1,27,7.83,10,12,0,3,3.2,7.83,1.83,3.3489,6.128487,0
"940",5369,1,27,7.83,10,12,1,2,3.6,9.83,3.83,14.6689,56.181887,1
"941",5369,1,27,7.83,10,12,2,0,4.7,11.83,5.83,33.9889,198.155287,4
"942",5369,1,27,7.83,10,12,3,2,5.9,13.83,7.83,61.3089,480.048687,9
"943",5411,1,27,7.58,13,12,0,0,2.3,7.58,1.58,2.4964,3.944312,0
"944",5411,1,27,7.58,13,12,1,6,NA,9.58,3.58,12.8164,45.882712,1
"945",5420,0,27,6.08,4,9,0,2,1.4,6.08,0.0800000000000001,0.00640000000000001,0.000512000000000001,0
"946",5420,0,27,6.08,4,9,1,4,3.6,8.08,2.08,4.3264,8.998912,1
"947",5420,0,27,6.08,4,9,2,4,5.2,10.08,4.08,16.6464,67.917312,4
"948",5420,0,27,6.08,4,9,3,4,6,12.08,6.08,36.9664,224.755712,9
"949",5427,0,27,7.67,9,7,0,1,2.8,7.67,1.67,2.7889,4.657463,0
"950",5438,0,28,6.75,9,11,0,1,3,6.75,0.75,0.5625,0.421875,0
"951",5438,0,28,6.75,9,11,1,1,4.1,8.75,2.75,7.5625,20.796875,1
"952",5438,0,28,6.75,9,11,2,3,5,10.75,4.75,22.5625,107.171875,4
